91240269486951,0
91240269515587,1
91240269548652,2
91240269581981,3
91240269617117,4
91240269648769,5
91240269731444,6
91240269833006,7
91240269931230,8
91240270032225,9
91240270131321,10
91240270232973,11
91240270332437,12
91240270431221,13
91240270531256,14
91240270633311,15
91240270731576,16
91240270830565,17
91240270931044,18
91240271031506,19
91240271131060,20
91240271232117,21
91240271332816,22
91240271429460,23
91240271533763,24
91240271631990,25
91240271735241,26
91240271833687,27
91240271932396,28
