91242568132246,0
91242568162441,1
91242568197567,2
91242568229122,3
91242568261885,4
91242568294790,5
91242568330312,6
91242568375807,7
91242568475725,8
91242568578285,9
91242568674996,10
91242568779945,11
91242568875054,12
91242568975911,13
91242569075868,14
91242569173818,15
91242569274986,16
91242569379922,17
91242569475675,18
91242569575717,19
91242569675771,20
91242569775129,21
91242569875653,22
91242569978958,23
91242570074909,24
91242570173679,25
91242570271874,26
91242570375096,27
91242570475792,28
91242570579612,29
91242570675020,30
91242570775886,31
91242570875007,32
91242570976268,33
91242571075455,34
91242571179688,35
91242571275580,36
91242571375548,37
91242571471851,38
91242571576674,39
91242571676851,40
91242571782738,41
91242571872602,42
91242571971768,43
91242572072544,44
91242572171691,45
91242572272534,46
91242572376486,47
91242572472464,48
91242572571791,49
91242572671745,50
91242572772657,51
91242572872562,52
91242572981991,53
91242573072296,54
91242573172337,55
91242573272353,56
91242573373218,57
91242573473052,58
91242573577198,59
91242573671842,60
91242573771810,61
91242573871630,62
91242573975133,63
91242574072607,64
91242574177253,65
91242574273515,66
91242574373275,67
91242574473334,68
91242574573276,69
91242574673315,70
91242574777316,71
91242574873386,72
91242574972745,73
91242575071877,74
91242575171900,75
91242575271828,76
91242575375846,77
91242575471842,78
91242575571911,79
91242575671765,80
91242575771812,81
91242575871756,82
91242575975710,83
91242576071716,84
91242576171799,85
91242576271831,86
91242576371761,87
91242576471760,88
91242576572003,89
91242576671750,90
91242576772019,91
91242576875760,92
91242576971937,93
91242577071675,94
91242577172052,95
91242577271942,96
91242577371932,97
91242577471839,98
91242577571817,99
91242577671869,100
91242577772479,101
91242577871984,102
91242577971804,103
91242578071893,104
91242578171877,105
91242578272029,106
91242578372390,107
91242578471758,108
91242578576641,109
91242578675629,110
91242578775999,111
91242578875811,112
91242578980227,113
91242579076240,114
91242579176367,115
91242579272034,116
91242579372625,117
91242579471933,118
91242579572484,119
91242579671893,120
91242579776242,121
91242579875175,122
91242579975758,123
91242580075124,124
91242580174458,125
91242580273452,126
91242580372105,127
91242580472466,128
91242580571763,129
91242580673680,130
91242580773013,131
91242580874039,132
91242580973843,133
91242581076333,134
91242581174128,135
91242581272921,136
91242581373000,137
91242581472823,138
91242581573274,139
91242581673006,140
91242581772419,141
91242581873399,142
91242581973283,143
91242582072529,144
91242582171769,145
91242582273203,146
91242582372467,147
91242582473139,148
91242582573434,149
91242582673127,150
91242582772218,151
91242582872574,152
91242582972562,153
91242583071656,154
91242583172477,155
91242583272594,156
91242583373138,157
91242583472593,158
91242583573180,159
91242583672569,160
91242583772715,161
91242583873343,162
91242583973192,163
91242584072557,164
91242584172544,165
91242584273535,166
91242584373630,167
91242584473474,168
91242584576784,169
91242584672452,170
91242584771822,171
91242584871663,172
91242584971792,173
91242585071723,174
91242585171766,175
91242585271774,176
91242585371802,177
91242585471791,178
91242585571735,179
91242585671810,180
91242585771761,181
91242585871708,182
91242585971726,183
91242586071707,184
91242586171756,185
91242586271792,186
91242586371688,187
91242586471767,188
91242586571720,189
91242586671792,190
91242586772800,191
91242586873653,192
91242586973358,193
91242587072232,194
91242587173212,195
91242587271998,196
91242587372519,197
91242587472507,198
91242587571821,199
91242587672603,200
91242587775676,201
91242587875429,202
91242587975144,203
91242588071811,204
91242588173023,205
91242588273394,206
91242588372561,207
91242588471964,208
91242588572682,209
91242588673206,210
91242588772585,211
91242588873506,212
91242588973645,213
91242589073597,214
91242589171937,215
91242589273575,216
91242589373711,217
91242589471781,218
91242589573605,219
91242589673621,220
91242589773542,221
91242589872595,222
91242589972634,223
91242590072589,224
91242590173282,225
91242590272577,226
91242590372591,227
91242590473400,228
91242590572643,229
91242590672657,230
91242590771877,231
91242590876588,232
91242590973738,233
91242591072635,234
91242591173793,235
91242591273679,236
91242591373646,237
91242591477051,238
91242591573376,239
91242591673357,240
91242591773970,241
91242591873377,242
91242591973325,243
91242592073377,244
91242592173669,245
91242592273729,246
91242592376930,247
91242592473043,248
91242592573129,249
91242592673064,250
91242592773281,251
91242592873442,252
91242592973262,253
91242593072684,254
91242593173326,255
91242593272668,256
91242593372218,257
91242593472678,258
91242593572651,259
91242593672594,260
91242593772640,261
91242593872592,262
91242593972793,263
91242594072685,264
91242594171851,265
91242594271913,266
91242594371830,267
91242594471868,268
91242594571853,269
91242594671832,270
91242594771912,271
91242594871872,272
91242594971870,273
91242595072241,274
91242595172940,275
91242595271895,276
91242595371817,277
91242595471985,278
91242595571885,279
91242595671842,280
91242595771938,281
91242595871952,282
91242595972052,283
