91242673120280,0
91242673151333,1
91242673184390,2
91242673219046,3
91242673249608,4
91242673283749,5
91242673317883,6
91242673362156,7
91242673461082,8
91242673562315,9
91242673665573,10
91242673767307,11
91242673865028,12
91242673963021,13
91242674066253,14
91242674162356,15
91242674261968,16
91242674366282,17
91242674463205,18
91242674562012,19
91242674662628,20
91242674761503,21
91242674867887,22
91242674966361,23
91242675061490,24
91242675162008,25
91242675262677,26
91242675361531,27
91242675463288,28
91242675564860,29
91242675664936,30
91242675763430,31
91242675861939,32
91242675962811,33
91242676064374,34
91242676166777,35
91242676261211,36
91242676361472,37
91242676466201,38
91242676562287,39
91242676661574,40
91242676765296,41
91242676861277,42
91242676961222,43
91242677061166,44
91242677161809,45
91242677265945,46
91242677366070,47
91242677461172,48
91242677562575,49
91242677671282,50
91242677761193,51
91242677865182,52
91242677965911,53
91242678065199,54
91242678161234,55
91242678261169,56
91242678361381,57
91242678461291,58
91242678565357,59
91242678661205,60
91242678761297,61
91242678865222,62
91242678968170,63
91242679061322,64
91242679168019,65
91242679262489,66
91242679361130,67
91242679461208,68
91242679565203,69
91242679665140,70
91242679765224,71
91242679861419,72
91242679963596,73
91242680061558,74
91242680162637,75
91242680261610,76
91242680365627,77
91242680466830,78
91242680561952,79
91242680661728,80
91242680761628,81
91242680862591,82
91242680966689,83
91242681064190,84
91242681164060,85
91242681265022,86
91242681365700,87
91242681466149,88
91242681570209,89
91242681665030,90
91242681762784,91
91242681863066,92
91242681965171,93
91242682062126,94
91242682167275,95
91242682262814,96
91242682363068,97
91242682465986,98
91242682561546,99
91242682662612,100
91242682765885,101
91242682865157,102
91242682961685,103
91242683061609,104
91242683162278,105
91242683261362,106
91242683366527,107
91242683462326,108
91242683566127,109
91242683663791,110
91242683762968,111
91242683862704,112
91242683966897,113
91242684062363,114
91242684162328,115
91242684261261,116
91242684361975,117
91242684461555,118
91242684566235,119
91242684662154,120
91242684764707,121
91242684864363,122
91242684964445,123
91242685066028,124
91242685165664,125
91242685262738,126
91242685361398,127
91242685462697,128
91242685562892,129
91242685665399,130
91242685767028,131
91242685862057,132
91242685962183,133
91242686062642,134
91242686162760,135
91242686261788,136
91242686368580,137
91242686464396,138
91242686564349,139
91242686664474,140
91242686764612,141
91242686864550,142
91242686968533,143
91242687064472,144
91242687164576,145
91242687264486,146
91242687364379,147
91242687464627,148
91242687568246,149
91242687664410,150
91242687764163,151
91242687864447,152
91242687964845,153
91242688064098,154
91242688168518,155
91242688264363,156
91242688364272,157
91242688465052,158
91242688562429,159
91242688661902,160
91242688766558,161
91242688862162,162
91242688966428,163
91242689065875,164
91242689162402,165
91242689265796,166
91242689366464,167
91242689463003,168
91242689562588,169
91242689662317,170
91242689765405,171
91242689862134,172
