Start,2017-Nov-22 01:11:13.206910
91242673220676,338,-366,2621,3,1,-2,e

91242673235714,351,-385,2601,3,1,-2,e

91242673250700,366,-395,2590,3,1,-2,e

91242673265704,373,-404,2571,3,1,-2,e

91242673280699,386,-409,2562,3,1,-2,e

91242673295720,405,-425,2545,3,1,-2,e

91242673310702,424,-431,2525,3,1,-2,e

91242673325721,437,-438,2512,3,1,-2,e

91242673340744,453,-447,2497,3,1,-2,e

91242673355707,468,-460,2480,3,1,-2,e

91242673370717,481,-470,2471,3,1,-2,e

91242673385717,495,-477,2460,3,1,-2,e

91242673400704,512,-488,2454,3,1,-2,e

91242673415720,526,-493,2453,3,1,-2,e

91242673430698,544,-496,2436,3,1,-2,e

91242673445701,560,-502,2417,3,1,-2,e

91242673460707,571,-512,2406,3,1,-2,e

91242673475759,580,-520,2397,3,1,-2,e

91242673490757,590,-527,2382,3,1,-2,e

91242673505753,601,-541,2384,3,1,-2,e

91242673520408,616,-548,2373,3,1,-2,e

91242673535393,631,-552,2354,3,1,-2,e

91242673550407,643,-553,2344,3,1,-2,e

91242673565408,658,-560,2330,3,1,-2,e

91242673580411,669,-570,2317,3,1,-2,e

91242673595407,682,-579,2304,3,1,-2,e

91242673610405,694,-584,2294,3,1,-2,e

91242673625421,706,-592,2285,3,1,-2,e

91242673640406,717,-603,2272,3,1,-2,e

91242673655423,729,-610,2265,3,1,-2,e

91242673670422,746,-616,2253,3,1,-2,e

91242673685406,751,-623,2249,3,1,-2,e

91242673700520,762,-635,2250,3,1,-2,e

91242673715531,769,-635,2234,3,1,-2,e

91242673730534,778,-646,2226,3,1,-2,e

91242673745515,792,-652,2211,3,1,-2,e

91242673760527,793,-653,2204,3,1,-2,e

91242673775520,807,-662,2202,3,1,-2,e

91242673790589,819,-667,2194,3,1,-2,e

91242673805537,827,-675,2184,3,1,-2,e

91242673820520,842,-683,2176,3,1,-2,e

91242673835523,851,-689,2179,3,1,-2,e

91242673850519,858,-692,2169,3,1,-2,e

91242673865526,862,-696,2164,3,1,-2,e

91242673880133,868,-697,2152,3,1,-2,e

91242673895144,884,-707,2156,3,1,-2,e

91242673910136,893,-713,2149,3,1,-2,e

91242673925159,906,-716,2141,3,1,-2,e

91242673940156,919,-720,2129,3,1,-2,e

91242673955145,933,-728,2128,3,1,-2,e

91242673970154,934,-730,2114,3,1,-2,e

91242673985172,934,-735,2110,3,1,-2,e

91242674000175,939,-741,2107,3,1,-2,e

91242674015174,944,-741,2096,3,1,-2,e

91242674030163,953,-744,2090,3,1,-2,e

91242674045159,967,-752,2086,3,1,-2,e

91242674060181,975,-760,2084,3,1,-2,e

91242674075170,980,-763,2080,3,1,-2,e

91242674090190,986,-769,2081,3,1,-2,e

91242674105176,996,-774,2069,3,1,-2,e

91242674120176,1003,-781,2065,3,1,-2,e

91242674135195,1013,-787,2063,3,1,-2,e

91242674150176,1024,-783,2058,3,1,-2,e

91242674165175,1031,-791,2039,3,1,-2,e

91242674180176,1039,-798,2028,3,1,-2,e

91242674195171,1041,-801,2022,3,1,-2,e

91242674210192,1053,-804,2019,3,1,-2,e

91242674225220,1057,-810,2023,3,1,-2,e

91242674240284,1056,-812,2010,3,1,-2,e

91242674255228,1061,-814,2011,3,1,-2,e

91242674270223,1064,-820,2007,3,1,-2,e

91242674285238,1070,-820,2008,3,1,-2,e

91242674300228,1072,-828,2004,3,1,-2,e

91242674315225,1083,-828,2003,3,1,-2,e

91242674330200,1090,-835,1996,3,1,-2,e

