Start,2017-Nov-22 01:11:13.206910
91242674345253,1091,-833,1990,3,1,-2,e

91242674360786,1098,-838,1974,3,1,-2,e

91242674374916,1104,-840,1972,3,1,-2,e

91242674389898,1111,-843,1974,3,1,-2,e

91242674404900,1117,-852,1976,3,1,-2,e

91242674419894,1124,-856,1976,3,1,-2,e

91242674434907,1129,-856,1969,3,1,-2,e

91242674449904,1133,-857,1966,3,1,-2,e

91242674464917,1142,-861,1957,3,1,-2,e

91242674479897,1152,-867,1947,3,1,-2,e

91242674494917,1157,-865,1942,3,1,-2,e

91242674509904,1156,-871,1948,3,1,-2,e

91242674524916,1162,-878,1935,3,1,-2,e

91242674539909,1171,-881,1943,3,1,-2,e

91242674554953,1180,-885,1941,3,1,-2,e

91242674569946,1178,-885,1932,3,1,-2,e

91242674584950,1178,-892,1917,3,1,-2,e

91242674599943,1185,-894,1919,3,1,-2,e

91242674614946,1193,-899,1920,3,1,-2,e

91242674629953,1199,-898,1916,3,1,-2,e

91242674644955,1205,-896,1908,3,1,-2,e

91242674659947,1208,-901,1906,3,1,-2,e

91242674674982,1209,-908,1906,3,1,-2,e

91242674689942,1217,-912,1901,3,1,-2,e

91242674704947,1219,-914,1903,3,1,-2,e

91242674719608,1217,-916,1912,3,1,-2,e

91242674734650,1224,-915,1907,3,1,-2,e

91242674749905,1227,-914,1900,3,1,-2,e

91242674764621,1233,-918,1885,3,1,-2,e

91242674779609,1239,-920,1880,3,1,-2,e

91242674794618,1247,-922,1885,3,1,-2,e

91242674809610,1249,-922,1882,3,1,-2,e

91242674824607,1255,-930,1880,3,1,-2,e

91242674839677,1254,-932,1884,3,1,-2,e

91242674854674,1253,-932,1884,3,1,-2,e

91242674869692,1262,-930,1887,3,1,-2,e

91242674884687,1267,-931,1876,3,1,-2,e

91242674899691,1273,-936,1866,3,1,-2,e

91242674914690,1279,-943,1869,3,1,-2,e

91242674929720,1286,-950,1875,3,1,-2,e

91242674944685,1283,-948,1860,3,1,-2,e

91242674959681,1284,-947,1861,3,1,-2,e

91242674974682,1284,-947,1859,3,1,-2,e

91242674989731,1281,-945,1856,3,1,-2,e

91242675004693,1278,-947,1859,3,1,-2,e

91242675019695,1285,-950,1863,3,1,-2,e

91242675034679,1289,-951,1862,3,1,-2,e

91242675049679,1288,-956,1853,3,1,-2,e

91242675064699,1293,-958,1839,3,1,-2,e

91242675079678,1306,-962,1838,3,1,-2,e

91242675094402,1305,-964,1840,3,1,-2,e

91242675109404,1307,-964,1845,3,1,-2,e

91242675124396,1312,-965,1848,3,1,-2,e

91242675139360,1320,-964,1849,3,1,-2,e

91242675154413,1324,-967,1843,3,1,-2,e

91242675169381,1327,-968,1838,3,1,-2,e

91242675184420,1324,-973,1842,3,1,-2,e

91242675199414,1326,-973,1832,3,1,-2,e

91242675214381,1325,-977,1833,3,1,-2,e

91242675229373,1327,-975,1835,3,1,-2,e

91242675244422,1337,-973,1835,3,1,-2,e

91242675259409,1335,-976,1844,3,1,-2,e

91242675274411,1343,-973,1836,3,1,-2,e

91242675289427,1347,-977,1838,3,1,-2,e

91242675304446,1349,-979,1832,3,1,-2,e

91242675319448,1350,-983,1837,3,1,-2,e

91242675334586,1351,-984,1823,3,1,-2,e

91242675349420,1353,-988,1828,3,1,-2,e

91242675364434,1351,-991,1825,3,1,-2,e

91242675379429,1352,-991,1816,3,1,-2,e

91242675394645,1353,-990,1813,3,1,-2,e

91242675409438,1353,-998,1813,3,1,-2,e

91242675424438,1360,-1000,1814,3,1,-2,e

91242675439439,1362,-1001,1815,3,1,-2,e

91242675454437,1363,-1002,1813,3,1,-2,e

91242675469436,1359,-1002,1798,3,1,-2,e

91242675484099,1364,-999,1803,3,1,-2,e

91242675499439,1362,-1001,1801,3,1,-2,e

91242675514436,1366,-1003,1806,3,1,-2,e

91242675529125,1371,-997,1806,3,1,-2,e

91242675544117,1369,-1003,1803,3,1,-2,e

91242675559113,1371,-1004,1807,3,1,-2,e

91242675574157,1375,-1012,1814,3,1,-2,e

91242675589103,1379,-1009,1806,3,1,-2,e

91242675604102,1379,-1006,1803,3,1,-2,e

91242675619107,1387,-1007,1803,3,1,-2,e

91242675634122,1387,-1013,1807,3,1,-2,e

91242675649123,1388,-1010,1801,3,1,-2,e

91242675664162,1390,-1008,1799,3,1,-2,e

91242675679162,1397,-1015,1797,3,1,-2,e

91242675694161,1390,-1019,1787,3,1,-2,e

91242675709188,1391,-1018,1785,3,1,-2,e

91242675724183,1397,-1019,1791,3,1,-2,e

91242675739173,1399,-1020,1784,3,1,-2,e

91242675754176,1395,-1024,1782,3,1,-2,e

91242675769178,1395,-1030,1786,3,1,-2,e

91242675784166,1396,-1033,1781,3,1,-2,e

91242675799161,1399,-1034,1788,3,1,-2,e

91242675814169,1404,-1033,1782,3,1,-2,e

91242675829192,1403,-1027,1782,3,1,-2,e

91242675844178,1408,-1031,1777,3,1,-2,e

91242675859167,1403,-1028,1778,3,1,-2,e

91242675874191,1410,-1023,1773,3,1,-2,e

91242675888825,1415,-1026,1780,3,1,-2,e

91242675903828,1417,-1028,1780,3,1,-2,e

91242675918826,1415,-1031,1776,3,1,-2,e

91242675933828,1420,-1030,1779,3,1,-2,e

91242675948873,1419,-1029,1781,3,1,-2,e

91242675963891,1418,-1029,1786,3,1,-2,e

91242675978873,1415,-1034,1778,3,1,-2,e

91242675993874,1420,-1032,1778,3,1,-2,e

91242676008875,1413,-1031,1770,3,1,-2,e

91242676023882,1413,-1033,1773,3,1,-2,e

91242676038878,1411,-1033,1778,3,1,-2,e

91242676053882,1417,-1027,1776,3,1,-2,e

91242676068879,1418,-1031,1773,3,1,-2,e

91242676083891,1417,-1034,1772,3,1,-2,e

91242676098881,1419,-1036,1775,3,1,-2,e

91242676113888,1423,-1034,1769,3,1,-2,e

91242676128879,1422,-1036,1773,3,1,-2,e

91242676143886,1427,-1035,1771,3,1,-2,e

91242676158889,1428,-1032,1771,3,1,-2,e

91242676173920,1423,-1035,1769,3,1,-2,e

91242676188940,1431,-1038,1773,3,1,-2,e

91242676203936,1434,-1040,1770,3,1,-2,e

91242676218942,1439,-1044,1776,3,1,-2,e

91242676233931,1439,-1045,1766,3,1,-2,e

91242676248949,1434,-1041,1773,3,1,-2,e

91242676263560,1436,-1040,1765,3,1,-2,e

91242676278598,1433,-1040,1766,3,1,-2,e

91242676293596,1430,-1036,1752,3,1,-2,e

91242676308614,1432,-1038,1760,3,1,-2,e

91242676323616,1435,-1044,1763,3,1,-2,e

91242676338593,1436,-1045,1763,3,1,-2,e

91242676353602,1439,-1047,1770,3,1,-2,e

91242676368601,1448,-1047,1766,3,1,-2,e

91242676383600,1446,-1045,1768,3,1,-2,e

91242676398612,1444,-1050,1767,3,1,-2,e

91242676413615,1447,-1051,1771,3,1,-2,e

91242676428595,1449,-1048,1760,3,1,-2,e

91242676443594,1448,-1050,1760,3,1,-2,e

91242676458604,1448,-1050,1768,3,1,-2,e

91242676473591,1447,-1047,1759,3,1,-2,e

91242676488619,1450,-1048,1753,3,1,-2,e

91242676503633,1454,-1048,1756,3,1,-2,e

91242676518630,1452,-1052,1754,3,1,-2,e

91242676533650,1452,-1055,1755,3,1,-2,e

91242676548644,1451,-1056,1759,3,1,-2,e

91242676563639,1448,-1050,1763,3,1,-2,e

91242676578646,1452,-1050,1763,3,1,-2,e

91242676593636,1452,-1048,1752,3,1,-2,e

91242676608645,1447,-1049,1758,3,1,-2,e

